,6_OBCI_Dejittered
0,0.31928553091097456
1,0.31719395342190637
2,0.3191309896204757
3,0.32103445867278424
4,0.32092402088107974
5,0.3208479502359296
6,0.32074021244397954
7,0.3206607417988607
8,0.31857876430956367
9,0.3224893402057205
10,0.3224074695606305
11,0.3223329989152717
12,0.3222517282700892
13,0.32019071792740306
14,0.32010484728232314
15,0.3200013094906353
16,0.32193724568924154
17,0.32182180789766335
18,0.3217261701057623
19,0.32162373231392394
20,0.3215192945220906
21,0.32342386357424857
22,0.32331462578247283
23,0.32324185513732573
24,0.32312821734547015
25,0.32306024670026545
26,0.3249656157523759
27,0.3248832451072303
28,0.32479377446213675
29,0.32471940381697095
30,0.32464973317155454
31,0.3265684693703861
32,0.32648899872526727
33,0.32639156093341626
34,0.3243152505908711
35,0.3242163127990807
36,0.32411657500722413
37,0.32801018375675994
38,0.32590930626770387
39,0.32581606847566036
40,0.3277150375280371
41,0.3256270600387552
42,0.32754042909084546
43,0.3274534584458024
44,0.3293610274979528
45,0.3272894171553844
46,0.3292006862075141
47,0.3291022484156656
48,0.3290150777704639
49,0.3289251399786508
50,0.3288288693336199
51,0.33073283838564294
52,0.33067126774039934
53,0.33057899709524463
54,0.33049502645008033
55,0.328428216107568
56,0.3283553454622279
57,0.3282571076704244
58,0.3301736438693297
59,0.3300778060773837
60,0.3299711682856241
61,0.3298702304938388
62,0.3317764995459811
63,0.33166836175428216
64,0.33160489110889557
65,0.3314956533172335
66,0.32542569643317165
67,0.325323058641402
68,0.32522422084957725
69,0.3251209830576727
70,0.3250249452659091
71,0.32292466777664686
72,0.3268223765262519
73,0.3267323058811371
74,0.326635368089228
75,0.3245625577468445
76,0.32445801995493184
77,0.32437208216288127
78,0.3242465443713627
79,0.32616121342346105
80,0.32606377563149636
81,0.32598620498629316
82,0.3258819671945048
83,0.3257955965493693
84,0.32770226560148785
85,0.32762709495636955
86,0.3275446243111446
87,0.3274688536660051
88,0.32939328986481087
89,0.3293109192195516
90,0.3292135814277799
91,0.32713227108524734
92,0.32704953329323416
93,0.3309426420428281
94,0.33082950425114177
95,0.3287387267619124
96,0.3286404889699952
97,0.32855881832483647
98,0.3284555805329319
99,0.33038381673191
100,0.3302816789399685
101,0.3301760411482064
102,0.33008830335620587
103,0.3299749655644746
104,0.3298627277728201
105,0.32976358998098476
106,0.3316752590330907
107,0.3315682212413549
108,0.3314952505960491
109,0.33136491280447444
110,0.3333188490031489
111,0.33322391121123474
112,0.3331124734194191
113,0.33300753562764385
114,0.33289919783589994
115,0.3348052668879973
116,0.3347102290961175
117,0.33261325160697197
118,0.3345321206592189
