,0_OBCI
0,0.5250315764322977
1,0.5251185526834661
2,0.5237051145423948
3,0.5254688630852797
4,0.5246376701179543
5,0.5236351771501404
6,0.5276730979868489
7,0.528818473643355
8,0.5279395806754792
9,0.5267074462041137
10,0.5255307532357847
11,0.5257787294873424
12,0.5271777636414754
13,0.5255695398877833
14,0.5256988023486429
15,0.5249019785970859
16,0.5265915271397716
17,0.5270292033917485
18,0.5254471104225331
19,0.5278980552984649
20,0.5269170623305399
21,0.5278725108712479
22,0.5266712179028445
23,0.527285924939747
24,0.525967086799028
25,0.5248773938309341
26,0.5254490008675248
27,0.5264596801927155
28,0.5275478872305257
29,0.5251237634744257
30,0.5265759976290383
31,0.5264341738791245
32,0.5283533639255893
33,0.5276015401743734
34,0.5293305887169026
35,0.5289217649665261
36,0.5272869268250133
37,0.5265214030736161
38,0.5292148824034939
39,0.5281711586512756
40,0.5278105349010502
41,0.5268938111491934
42,0.5261845422261331
43,0.5252776769713137
44,0.5270173670170379
45,0.5248127017588331
46,0.5273740503038198
47,0.5242251850426101
48,0.5279415022095009
49,0.5286040507493226
50,0.5266740854916634
51,0.5276816340324331
52,0.5274299410666572
53,0.5246272758066652
54,0.525782609960288
55,0.5275878585031251
56,0.5276001347540387
57,0.5272116417878578
58,0.5260180180353018
59,0.5279265936937918
60,0.5304813422391135
61,0.5292184492703882
62,0.5292431563057107
63,0.5283264633378622
64,0.5281205703722662
65,0.5244170907220678
66,0.5283513115582537
67,0.5272935878060707
68,0.5256664533334288
69,0.5253668295833904
70,0.5232625606565762
71,0.5239187369089677
72,0.5267229269577456
73,0.52468466169978
74,0.5239979379487067
75,0.5275427587837385
76,0.5271954350334909
77,0.5248902968902485
78,0.5266265454330323
79,0.5263029524670628
80,0.526747614664373
81,0.5264323216985076
82,0.5234380835529464
83,0.5260358628825088
84,0.5251580699151646
85,0.5249135461651804
86,0.5258594254901254
87,0.5266129017430785
88,0.527301146613695
89,0.5266944228629882
90,0.526651099113451
91,0.526456375363864
92,0.5280909239063476
93,0.5274195001550197
94,0.5266308620159634
95,0.5257105382642067
96,0.525956245299767
97,0.5270554938408623
98,0.5270198008757916
99,0.5278703079133038
100,0.5286992835686988
101,0.5263401490943806
102,0.5293788699278821
103,0.5292488461782341
104,0.5276850117057847
105,0.5273874152032931
106,0.5258070914497921
107,0.5276508677058018
108,0.5278289577472606
109,0.5276061339972102
110,0.524719168736965
111,0.5281383136156137
112,0.5267715206468893
113,0.526410296896529
114,0.5284535762242513
115,0.5283632524748327
116,0.5272988287226781
117,0.5260504049697374
118,0.5256101360475895
119,0.5277887845916212
120,0.5261455608377901
121,0.5251948678699137
122,0.5256717441220644
123,0.5267672782752015
124,0.5256975545230489
125,0.5258257307746135
126,0.5258110070249131
127,0.5296068693637608
128,0.5289208456126744
129,0.5275081803563353
130,0.528310583724533
131,0.5255652184644077
132,0.528532039298625
133,0.5261890740396211
134,0.5280007533669959
135,0.5257841429361179
136,0.5241843191824955
137,0.524062526217449
138,0.5231815024658317
139,0.5276363233033408
140,0.5250921580441172
141,0.5270406337028817
142,0.5274792407390123
143,0.5252045477677711
144,0.5249036548013919
145,0.5294228756395114
146,0.5284780374997808
147,0.5252589030230865
148,0.5255560100588355
149,0.5245750863068679
150,0.52663926563514
151,0.5260484418838587
152,0.5262092729631149
153,0.5275548630077083
154,0.5287031115490208
155,0.5291599878012221
156,0.5290085948354317
157,0.5280526710835147
158,0.528447905234998
159,0.5282161814850497
160,0.5270438577324512
161,0.5277586339855134
162,0.5240391687232204
163,0.5285078587760381
164,0.5277038206370435
165,0.5265387968845516
166,0.5265479039194361
167,0.5237048386591141
168,0.5233560456931627
169,0.5230496527274227
170,0.5282433283953196
171,0.5279213354294825
172,0.5287147424667182
173,0.525601946421375
174,0.5273870257485669
175,0.5245657461009614
176,0.5242715531348949
177,0.5276624431855907
178,0.5248742087096616
179,0.5251547849611597
180,0.5262302612150052
181,0.5271505060866275
182,0.528368654627684
183,0.5296059308820986
184,0.5271911379102221
185,0.5276576141625355
186,0.5265662211943436
187,0.5277311245636156
188,0.5269217315960759
189,0.5264931386300304
190,0.5257932456631806
191,0.5261877526991157
192,0.5264829868503966
193,0.5263326938852515
194,0.5264573701363133
195,0.5255693356655229
196,0.5261551257083283
197,0.5304471157610351
198,0.5281918468333515
199,0.5260247815751882
200,0.5260827578263161
201,0.5262262648616343
202,0.5248273411084483
203,0.5285556619439831
204,0.5256450515119013
205,0.5248779585449483
206,0.5252292655807196
207,0.5241614726126045
208,0.5262827519409257
209,0.5280061275987009
210,0.528637303851383
211,0.5296945831769335
212,0.5281567594226999
213,0.5273892356715351
214,0.5277242119229868
215,0.5244187014898216
216,0.527874991540557
217,0.5279676985755941
218,0.5301398610424712
219,0.5263448265643547
220,0.5252664028114395
221,0.5254104338905563
222,0.5285817239407606
223,0.5274268586849757
224,0.5250007349288808
225,0.5274980834742564
226,0.5244681182132354
227,0.5257074215826378
228,0.5237903563254349
229,0.5297927909575719
230,0.5283502257011605
231,0.5292441050255547
232,0.5271529397673476
233,0.5246850708394959
234,0.5253309778763651
235,0.5284616679264218
236,0.5281069749601102
237,0.5276696097066633
238,0.5246458167332548
239,0.524580878595998
240,0.527384499429445
241,0.5251305649546794
242,0.5256646719913078
243,0.5248147482400327
244,0.528447396190586
245,0.5275870724387914
246,0.5271338486882087
247,0.5262701249366728
248,0.5259444011865071
249,0.5249956774346174
250,0.5264547808044426
251,0.5261142570543598
252,0.5264126640902305
253,0.5256055403390292
254,0.525396947372883
255,0.5262066959135154
256,0.5287150715737425
257,0.5286170786084767
258,0.528455585643087
259,0.5281959926771833
260,0.5298873720043957
261,0.5284707338628323
262,0.527383410110815
263,0.5252904756373482
264,0.5246290518859951
265,0.5253018281384811
266,0.5284280181883787
267,0.5274657944366936
268,0.5269158255136972
269,0.526552201763252
270,0.5235023365023608
271,0.5288777265591307
272,0.5267319335878256
273,0.5293935236361449
274,0.5274957854937838
275,0.5248880202341297
276,0.5291426410713029
277,0.528506348104429
278,0.5282674551390301
279,0.5275740170000063
280,0.5245219825235381
281,0.5243103895579679
282,0.5273243796073075
283,0.5249416451326852
284,0.5241455213813424
285,0.5265666662571675
286,0.5263597425071112
287,0.5294812325566909
288,0.527385367298848
289,0.5261136435458411
290,0.525903550580324
291,0.5241115816538695
292,0.5261768609821047
293,0.5259347372320917
294,0.524771413480039
295,0.5238355897279234
296,0.5258916382715597
297,0.5250603693480116
298,0.524175276380447
299,0.5285466526436267
300,0.52814135967742
301,0.5289159082176411
302,0.5276171152488587
303,0.5260095771072884
304,0.52571415656098
305,0.5260467358846199
306,0.5289605567174931
307,0.5282410329664344
308,0.5253147533182982
309,0.5282861433672679
310,0.5289372196202748
311,0.5272282958658252
312,0.5279573721188626
313,0.524845306858424
314,0.5285416969093149
315,0.5275564587695953
316,0.5268087350182213
317,0.5266120420526477
318,0.5236322767923411
319,0.5241390838284588
320,0.5258791594867489
321,0.5312224803267327
322,0.5280285458502476
323,0.5268165528816553
324,0.5253206291279184
325,0.527378463283867
326,0.5268890395332164
327,0.5258982157813534
328,0.5262237920333064
329,0.5276123405749331
