,4_OBCI_Dejittered
0,0.3293139421334672
1,0.32984002326611517
2,0.3303444393454811
3,0.3328586864799945
4,0.3333542025598035
5,0.33386611863897997
6,0.33238943376909447
7,0.33288334984854373
8,0.3353990319301374
9,0.3339128470597643
10,0.33643112914160156
11,0.33893571122371213
12,0.33146015845159127
13,0.3299736735816623
14,0.3304979547142466
15,0.3310126358464913
16,0.3315507169781995
17,0.33205459811142646
18,0.3345924452460167
19,0.3351081263776905
20,0.33561154245762737
21,0.3341468226399229
22,0.3386367056718882
23,0.33913582175091506
24,0.33965363783045177
25,0.33817105295975125
26,0.3386688690397932
27,0.33919055017213395
28,0.33969296625127754
29,0.3422168133856758
30,0.3427268294649366
31,0.34323644554433486
32,0.34373176162443997
33,0.3422473767536758
34,0.3427530928329361
35,0.3432703739658791
36,0.34377569004527686
37,0.3442962711774271
38,0.342808486307149
39,0.3433265674393624
40,0.3358582146684057
41,0.3323840288480824
42,0.3329058099807298
43,0.33343179111261634
44,0.3359516382470247
45,0.3364723193799364
46,0.33697523545924923
47,0.3395080825939658
48,0.33999889867391175
49,0.340518814753068
50,0.3410190308327401
51,0.3315365120579372
52,0.332039528137102
53,0.33255730926975957
54,0.3250792914454905
55,0.3275975385795391
56,0.3280998546592855
57,0.32861627073816635
58,0.32910968681835584
59,0.33162766890018247
60,0.3321358849789249
61,0.33264026611186637
62,0.3331563821907366
63,0.3316903623735925
64,0.33219157845269365
65,0.332699394532483
66,0.3331966106115942
67,0.3317105257415278
68,0.33221044182073456
69,0.33273212295353005
70,0.3332402390324205
71,0.33376312016525844
72,0.32427570139088857
73,0.32479838252356785
74,0.3253154636554427
75,0.3258444447878901
76,0.3263647259204845
77,0.32489790610270575
78,0.3254166872352471
79,0.3259143033142209
80,0.3284448504491593
81,0.32495309957676
82,0.3254575156561259
83,0.32596693173491076
84,0.3284789138169799
85,0.3289702298970951
86,0.329501311029162
87,0.33000202710854865
88,0.33051300824035934
89,0.32904502337078156
90,0.32956590450294243
91,0.33407285258726915
92,0.3346021337192724
93,0.33511891485113665
94,0.3336407950346256
95,0.3341625761672731
96,0.33467669224637575
97,0.329207405476609
98,0.32971312155632404
99,0.3302080376356571
100,0.3267168867637338
101,0.3272279028428784
102,0.32772281892221145
103,0.32023300109722186
104,0.3227491831789848
105,0.32326599925863775
106,0.31977631343897883
107,0.32029402951820884
108,0.3228030766526899
109,0.3233104927326167
110,0.3238168088118982
111,0.3163303909868773
112,0.3148477061167796
113,0.3153497221960606
114,0.3198690702802196
115,0.3203685863595638
116,0.3208918674922643
117,0.31541361566996784
118,0.3159268968024662
119,0.3164473779347645
120,0.316970759067317
121,0.3155059392493058
122,0.3160162203821528
123,0.3165203364615081
124,0.3190551835959923
125,0.3155685327237734
126,0.316063848802969
127,0.3165653648825355
128,0.3150824800122791
129,0.3155919960913707
130,0.31211091027216753
131,0.3126153263510787
132,0.3131349074837999
133,0.31165962261366076
134,0.31215980374599894
135,0.3126944848781932
136,0.31322326601002715
137,0.3137319471425144
138,0.3102536613232587
139,0.3147679094072373
140,0.3133005895901988
141,0.3138284707224557
142,0.31431498680194636
143,0.30886370003281627
144,0.30936311611185374
145,0.3098664321914839
146,0.31037674827075534
147,0.3088900634006677
148,0.31338544643176647
149,0.3139053275644983
150,0.31441724364367474
151,0.314929124775972
152,0.30945777295301014
153,0.3099666540861108
154,0.3105044352182631
155,0.31101431635033805
156,0.31153009748368277
157,0.31205317861576987
158,0.3125856597471284
159,0.31308754088058777
160,0.3156247880151568
161,0.3161379691473485
162,0.31665278522632434
163,0.3071915315053957
164,0.3076890475849723
165,0.30818186366423106
166,0.3086933797430902
167,0.30920599582259456
168,0.30570614494945403
169,0.30621036102911603
170,0.3087280431113868
171,0.30923065919068904
172,0.3097512403228393
173,0.31025415640215215
174,0.31077113753508456
175,0.30929105266477563
176,0.3098111337967566
177,0.3103373149288018
178,0.31084609606159574
179,0.30737191024172716
180,0.3099045573762851
181,0.310416638508741
182,0.3069298876362154
183,0.3054593678193669
184,0.305962283898225
185,0.3064747999778774
186,0.3069753160571054
187,0.30548883118672165
188,0.30598314726648823
189,0.3065083283986496
190,0.2990204105740304
191,0.2995404917064661
192,0.30204107378813205
193,0.3025779549202525
194,0.303095936052614
195,0.30360461718510123
196,0.3061396643201988
197,0.3066580454524228
198,0.30717276153109196
199,0.30568794171449554
200,0.30620185779343956
201,0.3067084738736412
202,0.30721698995284896
203,0.3057292050821161
204,0.3062256211615022
205,0.30675610229400263
206,0.30725371837297644
207,0.30778359950545564
208,0.3102853815880735
209,0.3108084627201606
210,0.31133934385206885
211,0.3118505249840382
212,0.3023879712627604
213,0.302895352395808
214,0.30340286847467723
215,0.3059410156101876
216,0.3064425316888446
217,0.30693094776870566
218,0.30744826384761836
219,0.30596867897793345
220,0.306467395056643
221,0.3069922761892485
222,0.307497092268477
223,0.30801947340114566
224,0.3105323554827919
225,0.31104973661513213
226,0.31156261774776794
227,0.312082598879897
228,0.31259848001218415
229,0.31512762714692144
230,0.31564990827882866
231,0.31614892435891306
232,0.3146827045416103
233,0.3151948206209454
234,0.31569823669997277
235,0.3161991527790633
236,0.31871553486143966
237,0.3112228170371054
238,0.3117503981693517
239,0.30825174729670834
240,0.3087677284288475
241,0.30728504355874975
242,0.30780882469071
243,0.3083378058231574
244,0.31284315390803386
245,0.3133678350395712
246,0.31388251617272545
247,0.3124035963546703
248,0.31294097748696004
249,0.31344329356625167
250,0.3159651407013371
251,0.31647775678084145
252,0.3169772728601856
253,0.317482888939594
254,0.31797780501892703
255,0.3184885210985158
256,0.31700833622790014
257,0.3175104523079426
258,0.3180326334399979
259,0.31853614951933196
260,0.31904833065163984
261,0.3215574127339096
262,0.32209119386561724
263,0.3226158749980641
264,0.3231259561302977
265,0.3236503372622792
266,0.3241792183948746
267,0.31869243162554994
268,0.3192179127581767
269,0.31972032883732027
270,0.31426104206821037
271,0.31476455814845394
272,0.3172530751762679
273,0.3157812903064041
274,0.31828753744184723
275,0.31681115257106285
276,0.31732296865038734
277,0.31785444978277155
278,0.31833976586176504
279,0.3188694469940856
280,0.3213770290763023
281,0.3218970102084313
282,0.3224197913414173
283,0.32294077247297537
284,0.3234489536057481
285,0.3239729347383218
286,0.3225115149202793
287,0.3230194960524386
288,0.3235385121320178
289,0.32606425926724114
290,0.32655727534665857
291,0.3270665914260462
292,0.3275787075053813
293,0.3300845895873863
294,0.3305923056664142
295,0.33111168679897673
296,0.33161030287783433
297,0.3321300840107142
298,0.3306521991403315
299,0.3311640802726288
300,0.33168406140521256
301,0.33220724253760636
302,0.33271822366941706
303,0.33525127080474704
304,0.33577255193677047
305,0.3362839680162324
306,0.33481344819847436
307,0.3353147642787917
308,0.335816680357766
309,0.33632509643712183
310,0.3368238125167409
311,0.33933979459789043
312,0.339841210677605
313,0.34036499181047475
314,0.3408672078899144
315,0.3393954880716592
316,0.3399057041510787
317,0.3404017202306022
318,0.3409115363097044
319,0.3434223183926406
320,0.3439274344718797
321,0.34444871560344836
322,0.3369657977791576
323,0.33747927891135987
324,0.33599149404108175
325,0.3365124751735493
326,0.3410363232578675
327,0.3375558374382308
328,0.336080517620303
329,0.336609698752909
330,0.3371153148323174
331,0.3376329959646682
332,0.34012427804645995
333,0.34066235917953236
334,0.34118924031099596
335,0.341701021443896
336,0.3382275356239006
337,0.33675231580673426
338,0.3372776969390543
339,0.3377803130188113
340,0.3403097601535592
341,0.34081347623259717
342,0.34131839231213235
343,0.3418296083914356
344,0.34033882352150613
345,0.34084433960106253
346,0.34135912073270447
347,0.34186733681235637
348,0.3423776179442939
349,0.3448978000265015
350,0.3454123811588943
351,0.34592966229138256
352,0.34645974342356567
353,0.34696522455578815
354,0.3455093047386981
355,0.34602068587082613
356,0.34652750195027693
357,0.34905994908513094
358,0.34956046516481365
359,0.3500589812438193
360,0.3505761973233348
361,0.3530934794048335
362,0.3535870954847269
363,0.350110909664636
364,0.35061892574412923
365,0.3511363068769242
366,0.3496454220062333
367,0.3501811031383113
368,0.3506940842703443
369,0.35120986540368904
370,0.3537349125381297
371,0.35426849367013347
372,0.3547698097495413
373,0.3532877899324376
374,0.3538034060115933
375,0.354307222090938
376,0.35480693817044084
377,0.35531915425008265
378,0.35782153633181224
379,0.35832195241118825
380,0.35884723354365633
381,0.35934514962264075
382,0.35188219685096556
383,0.3503907119811629
384,0.35092579311276495
385,0.3474356072933915
386,0.3519556553774237
387,0.3524803365103253
388,0.3530077176424129
389,0.3515235978252349
390,0.35204897895755494
391,0.3485635280853785
392,0.35107727521972265
393,0.3515860912993958
394,0.35208470737916286
395,0.3525873234584651
396,0.3511030385880076
397,0.35161725466696225
