,8_OBCI_Dejittered
0,0.367454508683295
1,0.36552182531158905
2,0.36957727080152836
3,0.36964597302721813
4,0.365719104083837
5,0.36779719189507887
6,0.36386002294602804
7,0.36791616842674557
8,0.3719685139221838
9,0.3680273449863307
10,0.3660957616084488
11,0.37015910710033495
12,0.35425088042393327
13,0.35029831147403456
14,0.3503877136972733
15,0.34845053032040596
16,0.34853883254982065
17,0.3486130347737344
18,0.34869473698199727
19,0.3487705392035423
20,0.34885034142644145
21,0.3509415292501217
22,0.3510161314770812
23,0.35506257695669774
24,0.34915075032040477
25,0.3532000958075514
26,0.34927872687694617
27,0.35332877235487103
28,0.3573783178726444
29,0.35343424892926123
30,0.35748419440642465
31,0.35557051103387494
32,0.3516219420853304
33,0.3596890587650705
34,0.3557556897867471
35,0.35784297762438655
36,0.35389950865646824
37,0.3579513541626511
38,0.3460159707610728
39,0.34208640179713257
40,0.34613784730026964
41,0.3442057639331324
42,0.34027189498010557
43,0.34833311164402403
44,0.3443831426993711
45,0.34448334491753485
46,0.3425491615489591
47,0.3426185637654271
48,0.3506839804322226
49,0.3507794826728059
50,0.34286197045003064
51,0.3429424726491561
52,0.34302137487975415
53,0.34510866268828977
54,0.34517676492396276
55,0.3412409959564684
56,0.34332588377583306
57,0.33938281479640864
58,0.3434337603102904
59,0.347491905791685
60,0.3455569224606734
61,0.3416254534822656
62,0.3416956557048252
63,0.34576270121033303
64,0.3478512890142156
65,0.3438992200681241
66,0.347957865553326
67,0.34402359661180526
68,0.3500864276866196
69,0.3461398587387521
70,0.34621286096808035
71,0.3502667064603884
72,0.35035310868988745
73,0.3484219253004994
74,0.3484923275245819
75,0.3485738297458738
76,0.3486563319747802
77,0.35073671977443155
78,0.350822321997839
79,0.3548745675070677
80,0.3569570553081576
81,0.35302188637433574
82,0.3570740318536991
83,0.35312876290117856
84,0.35120127953996416
85,0.3552485250402242
86,0.35332054167520255
87,0.35938417275610846
88,0.3574487893783953
89,0.35551400601980276
90,0.35560420822002925
91,0.36166033933113795
92,0.3557571126730181
93,0.36181724377092905
94,0.3578768748266157
95,0.36394250589364674
96,0.36200762253429275
97,0.36008653917815536
98,0.35814425580610987
99,0.35822045801614877
100,0.3642857891099993
101,0.36436719134508166
102,0.3644432935543591
103,0.36452039577125106
104,0.36660908357589506
105,0.3666992858052254
106,0.3627552168472903
107,0.364838804671308
108,0.3688808501610765
109,0.36298122351581696
110,0.3670305690029636
111,0.36309290006465744
112,0.36715014556830283
113,0.3652236621855991
114,0.36927240768272895
