,6_Smarting
0,0.020645628835609386
1,0.020656248090062945
2,0.02067718452610734
3,0.020687403780357272
4,0.02269287271099074
5,0.02070984228907946
6,0.022718011219353684
7,0.020731580797473725
8,0.02075180005169841
9,0.022759986164032853
10,0.020771155742295377
11,0.022789741854580825
12,0.0208015114326372
13,0.020819847868892793
14,0.022827033981343448
15,0.02083938637747451
16,0.020859222813669476
17,0.022859691744201882
18,0.02087994414023342
19,0.022893413070733004
20,0.020904865466718547
21,0.020916184720931597
22,0.022922853651380137
23,0.020943123229471894
24,0.02294539215995428
25,0.020970461737988444
26,0.020982580992154
27,0.02299326710465266
28,0.020996836682797948
29,0.02301552279527641
30,0.021038892373212548
31,0.021041528809405463
32,0.023055114921930908
33,0.021073567318012465
34,0.021076603754409007
35,0.023093572684729224
36,0.02110972508080522
37,0.023123794011098653
38,0.023125113265450636
39,0.02114776566133969
40,0.0211534849158852
41,0.021167704170011348
42,0.021187823424156704
43,0.02319390953675793
44,0.023208228790849716
45,0.023215965227223023
46,0.023233984481407788
47,0.02125143687749187
48,0.02325732298982075
49,0.021283275385940215
50,0.02328006149855355
51,0.023290780752518003
52,0.021322250330740644
53,0.023323036443116507
54,0.021332106021191066
55,0.021344642457620466
56,0.023364828569810925
57,0.021382480965939976
58,0.021382917402320345
59,0.02340298633259863
60,0.02141223872865794
61,0.02342720765921058
62,0.02344022691340797
63,0.02144797930952791
64,0.023477565421785584
65,0.021484217817942408
66,0.02148905425428893
67,0.02350232318462986
68,0.021519375580737687
69,0.02353204451117108
70,0.021551896907226364
71,0.021553816161485884
72,0.023571985091848546
73,0.021574954669972612
74,0.023593923600401467
75,0.02360046003673233
76,0.02161181243275223
77,0.023641781363039627
78,0.021632133759339922
79,0.021653553013493365
80,0.023672021943752952
81,0.021687491521788616
82,0.02369916045233822
83,0.021705830030441575
84,0.021719249284615216
85,0.023737135397141174
86,0.021747704975155102
87,0.023764991087659837
88,0.02377332752394068
89,0.02178399710192025
90,0.02380256603248654
91,0.02380060246866833
92,0.021833754864587718
93,0.023847323795052944
94,0.021850076191299195
95,0.021861495445477885
96,0.023879164375784967
97,0.021890533953865088
98,0.02390320288429848
99,0.02391533932063794
100,0.021929091716629046
101,0.023939360647091235
102,0.021967513043023246
103,0.019970065439224527
104,0.021973734369680642
105,0.01999048676577786
106,0.020008906019938877
107,0.02201777495031365
108,0.020037844528474125
109,0.022023413459010044
110,0.022061249895159563
111,0.020082202291177964
112,0.022086671221586585
113,0.020097623617630234
114,0.022105192548110608
115,0.022118011802263027
116,0.020138864198315787
117,0.02014408345269203
118,0.020169702706880344
119,0.020170021961121165
120,0.0201925412154651
121,0.022203027327805103
122,0.022213146582089394
123,0.022211783018406095
124,0.022239102272578748
125,0.020246354668643107
126,0.022270140781074588
127,0.020273493177114688
128,0.020289129613502155
129,0.02229639854385823
130,0.020316250940027203
131,0.022322219870261506
132,0.020331872266524442
133,0.02234834119678908
134,0.02036709359276756
135,0.020373212847175637
136,0.022396181777594393
137,0.020397951355562327
138,0.022419520286007355
139,0.022432756722196245
140,0.020448209118285376
141,0.022461378048660663
142,0.02046873044480435
143,0.020474449699122488
144,0.02248711862955588
145,0.02050788820758953
146,0.02251945713794612
147,0.022528493574327513
148,0.020537745970386823
149,0.022552114900804554
150,0.020580267296736565
151,0.022588836227214415
152,0.020600188623348004
153,0.020617807877556515
154,0.0226322768078262
155,0.020636746385889637
156,0.022653315316460976
157,0.022664651752620557
158,0.020681604148762744
159,0.022686473079147618
160,0.020694425475312528
161,0.020713344729529126
162,0.022721613659882678
163,0.02074488323796686
164,0.022745652168509878
165,0.020758321746598085
166,0.02077424100070857
167,0.022789627113183997
168,0.020804296691267155
169,0.022810182803709722
170,0.022832319239910248
171,0.020833888818060586
172,0.022861557748456107
173,0.022868394184683893
174,0.02088684658076545
175,0.022894515511211466
176,0.020907567907215707
177,0.02291643683770417
178,0.020931189233806435
179,0.020942308487974515
180,0.022967977418375085
181,0.020969946996501676
182,0.022991515926833017
183,0.022996052363282615
184,0.021009504759149422
185,0.02302417368969145
186,0.021033826085727014
187,0.021044845339929452
188,0.02306951427021886
189,0.021071683848504108
190,0.02308225277886322
191,0.021092222356969614
192,0.02110664161114073
193,0.023127027723489846
194,0.021129397301706376
195,0.023154583414111585
196,0.023162219850291876
197,0.02117488942849377
198,0.023181058359000417
199,0.021208227936881485
200,0.021206047191185462
201,0.023227333303680098
202,0.021236002881778404
203,0.02325098899416389
204,0.02126615857230263
205,0.021275095008604694
206,0.023288681121016452
207,0.021300633517057577
208,0.021308469953396525
209,0.023330038883727866
210,0.02133849127983467
211,0.02335556021012053
212,0.0233677794644791
213,0.021383331860533872
214,0.023390317972939556
215,0.02140587036899433
216,0.02142780680537726
217,0.023436775735717674
218,0.021440628131813355
219,0.023459897062139135
220,0.02347151631647648
221,0.021476668712693936
222,0.023501554825088533
223,0.021506407221068002
224,0.021515643657494365
225,0.02354211258784744
226,0.021539064983926437
227,0.023563333914125906
228,0.021577286310275667
229,0.02358065524072117
230,0.023596474494979702
231,0.021607626890954634
232,0.023609713003224897
233,0.021634665399460573
234,0.023652551511759157
235,0.02365997076617532
236,0.021673940344271614
237,0.019688409922309802
238,0.02170149603466598
239,0.021714232470912975
240,0.01972780204891933
241,0.021740970979408303
242,0.021758307415666422
243,0.019766759811545853
244,0.021783428742082833
245,0.019794681138137094
246,0.01980710039265432
247,0.02181416932285174
248,0.01983263890087983
249,0.021846907831104545
250,0.019853077409607067
251,0.019867796663675108
252,0.02187948277628493
253,0.019894152354254402
254,0.021902338466816218
255,0.019914308044690188
256,0.01992464448130704
257,0.02195153059324184
258,0.01995568298980288
259,0.019966719425838164
260,0.02197968835616848
261,0.019994140752260137
262,0.02200400968285976
263,0.02201512893702784
264,0.02003068133308261
265,0.022049167445402418
266,0.020065519841409696
267,0.022068005953769898
268,0.022087025208065825
269,0.020096494786457697
270,0.02210598089868654
271,0.020126050477074386
272,0.02213713658920824
273,0.02214967302529658
274,0.020166042603477763
275,0.022174311534172375
276,0.022185047969969673
277,0.0201981003660876
278,0.022211269296576575
279,0.020222921692948148
280,0.020242240947027312
281,0.022251709877536996
282,0.020265279455315977
283,0.022277648386079818
284,0.02029701796413974
285,0.02030783721829721
286,0.022303823330730665
287,0.020317692908975005
288,0.02233777902119982
289,0.020356748599169805
290,0.020361485035664373
291,0.02238617114767294
292,0.020393823544054612
293,0.02240990965628953
294,0.02242002891057382
295,0.020436098488744392
