,0_OBCI_Dejittered
0,0.3348454273241259
1,0.33457752997856005
2,0.3343413634893295
3,0.3360789384654481
4,0.3358508719762767
5,0.3356112054871119
6,0.33535443899836537
7,0.33511567250923235
8,0.3388911198069309
9,0.33665981185276905
10,0.3364236453635385
11,0.33614874801799033
12,0.33792445385063274
13,0.3376602565048188
14,0.3333970453722941
15,0.33314064802641496
16,0.3348844230025634
17,0.3346228256568793
18,0.33437045916787156
19,0.33410326182229255
20,0.333870795333155
21,0.3356166703091503
22,0.33537430382000366
23,0.3351363373311642
24,0.3348945708419251
25,0.33465450435301136
26,0.3344131378638622
27,0.3361819436966016
28,0.3359464772074716
29,0.3356887798615844
30,0.3374391856945067
31,0.33718328834868316
32,0.33692109100297785
33,0.33665149365742764
34,0.338412668633282
35,0.3381381712875964
36,0.3379080047985781
37,0.3376358074527843
38,0.3354097994986205
39,0.339137815939921
40,0.33887851859412876
41,0.3386076212484568
42,0.3383415239027272
43,0.33609248509185363
44,0.33982510153305157
45,0.3375692627223543
46,0.339323737698237
47,0.3370756988873609
48,0.3388138738636144
49,0.3405620488396153
50,0.33831471002872604
51,0.3400571850047527
52,0.3398226185157682
53,0.337577079704829
54,0.33933088553771995
55,0.3410858605136582
56,0.34081746316792305
57,0.3405854966788411
58,0.3403196993331221
59,0.3400788328440285
60,0.34182350782020876
61,0.34159134133085445
62,0.34133357484211047
63,0.3411018083528461
64,0.3408615418637737
65,0.3386420339095366
66,0.34239778120740993
67,0.3421304838617516
68,0.33990917590745084
69,0.3396445785617743
70,0.3393711812161655
71,0.3391108838703758
72,0.34284620031155555
73,0.3405934615007027
74,0.3403310641550661
75,0.3400877976660013
76,0.3398244003202535
77,0.33958253383116244
78,0.3413283088071921
79,0.34108544231821725
80,0.3408404758291681
81,0.34060850934008613
82,0.3403704428508263
83,0.34213484868359956
84,0.341893882194654
85,0.341629884848885
86,0.3433940906816133
87,0.3431242933360181
88,0.3428736959900789
89,0.3426004986446287
90,0.34234470129865713
91,0.34207380395309883
92,0.3438251789291371
93,0.34356578158326556
94,0.3433235150943119
95,0.3430576177485136
96,0.3428199512594574
97,0.34456002623562654
98,0.34431815974642177
99,0.34407569325753684
