,13_OBCI_Dejittered
0,0.32623104433707795
1,0.3305684620451075
2,0.3249492689968747
3,0.329291486705074
4,0.32563294224360106
5,0.32997165995175237
6,0.32833195335126675
7,0.3326710710593943
8,0.33304190231967823
9,0.32938335785831896
10,0.3297457891186468
11,0.3360980446876738
12,0.33646287594797286
13,0.33681680720815166
14,0.3371706384685922
15,0.33156694542026344
16,0.3319226766805059
17,0.3362618943887128
18,0.3386314635098415
19,0.3349706190484767
20,0.33931393675652544
21,0.33566999229515204
22,0.33402158569458607
23,0.3383585034027874
24,0.33872033466309404
25,0.3350729902016383
26,0.335434321462003
27,0.3417799770310239
28,0.34213560829141443
29,0.3425068395515609
30,0.34287107081195245
31,0.3372471777637429
32,0.33760210902403287
33,0.3419494267321852
34,0.34431769585330585
35,0.3406581513918354
36,0.34499766909993923
37,0.34134982463865526
38,0.3397108180381565
39,0.3440550357462371
40,0.34441906700658365
41,0.3407582225451051
42,0.3431231916664501
43,0.34746410937441397
44,0.3438218649131386
45,0.34815668262115196
46,0.3465038760207335
47,0.35085139372870344
48,0.3512194249891536
49,0.34756258052777866
50,0.34993284964889426
51,0.3462813051875173
52,0.35062192289558425
53,0.34696837843421235
54,0.3533094340032221
55,0.34967008954174617
56,0.3500343208021377
57,0.35436223851024806
58,0.35472496977047285
59,0.3530793631700817
60,0.3534442944303464
61,0.3538105256906192
62,0.35418115695097185
63,0.35452688821123957
64,0.35489871947163465
65,0.35726128859278106
66,0.35763191985302
67,0.35398197539166176
68,0.3563570445130608
69,0.35269230005144436
70,0.35702911775968005
71,0.3533844732984335
72,0.3417424666674833
73,0.3400899600667344
74,0.34443037777509744
75,0.34479710903531213
76,0.34113506457379117
77,0.34149669583416653
78,0.3398628892337001
79,0.3402258204939699
80,0.3405787517543786
81,0.3409413830147514
82,0.34928907644450646
83,0.3436728833962661
84,0.34404661465646313
85,0.3483806323646377
86,0.35074720148588767
87,0.347095857024442
88,0.35143437473254835
89,0.3477838302711689
90,0.35213684797918177
91,0.35047504137867236
92,0.34683289691724895
93,0.3471870281777001
94,0.3515252458857958
95,0.35390391500698115
96,0.35026207054556835
97,0.35459108825364183
98,0.3509422437922467
99,0.35527896150040306
100,0.35363975489974564
101,0.34998681043839497
102,0.3563271660074179
103,0.35468395940688424
104,0.3530374528063476
105,0.3513845462058498
106,0.3577523017748945
107,0.3560987951742618
108,0.3544521885736458
109,0.3528058819732678
