,0_Smarting
0,0.021292639251214496
1,0.02330517152233824
2,0.021324768859471988
3,0.021332883663603752
4,0.02336062012147977
5,0.02137671745856551
6,0.023375753916866415
7,0.021392751253983988
8,0.02342888771181606
9,0.02343860670293907
10,0.021458204039959128
11,0.023463736311214234
12,0.02348535530211393
13,0.02150154845230645
14,0.023513880723498914
15,0.021537873873626268
16,0.02155218867790154
17,0.023571020948907062
18,0.02157441828614992
19,0.023587650557374218
20,0.021610947894373567
21,0.02162736269860943
22,0.023640799156396497
23,0.021658596493807636
24,0.023672632951615924
25,0.021688330288952784
26,0.0237027667469647
27,0.023717485737961397
28,0.021737783075082007
29,0.0237605153459981
30,0.023756834337291366
31,0.021781327487360613
32,0.0237995597584586
33,0.021810352908914865
34,0.02184206771278241
35,0.02384799998390008
36,0.021873597321132365
37,0.023881829592141912
38,0.02389684858326291
39,0.021910141733542332
40,0.023931274004667102
41,0.021940767154887908
42,0.023955099425961635
43,0.023971714230128782
44,0.021989607380305642
45,0.021999422184535433
46,0.02202443698854495
47,0.022042051792595885
48,0.02205076659686256
49,0.0220694814009903
50,0.0220877962050281
51,0.022100811009181598
52,0.02412204746713087
53,0.024142162271232337
54,0.02414188126249428
55,0.02416739606644569
56,0.022179389216717027
57,0.02420322567468247
58,0.02221781882496998
59,0.02423275528292379
60,0.02424797008711721
61,0.02227156742412717
62,0.024269603882316915
63,0.022293601219416814
64,0.02430913767727816
65,0.0243306566683259
66,0.022347054005535938
67,0.024360186276680906
68,0.02437990526766498
69,0.02239569841788125
70,0.024402730689075725
71,0.022422823839178818
72,0.024443456110361694
73,0.024456370914435865
74,0.022474364064692054
75,0.024486900522788346
76,0.022503893672933373
77,0.024517830131003393
78,0.024534144935046243
79,0.02254704227232196
80,0.024557878730320226
81,0.022581676067488843
82,0.024599412525390107
83,0.024609731516420652
84,0.02262452885372568
85,0.024640961124759997
86,0.02465108011585926
87,0.022661673266156868
88,0.02469150553702093
89,0.022698698687577235
90,0.02472333095840895
91,0.022732824108743444
92,0.02275473891290858
93,0.024775771183840334
94,0.022789268521023587
95,0.024803800792142283
96,0.022821898129222973
97,0.022832512933518956
98,0.024846449391361602
99,0.02285974672872726
100,0.02488468318665582
101,0.024888902177735872
102,0.02291229951481455
103,0.024924231785917073
104,0.02494285077693803
105,0.022962543927178558
106,0.02497367619821489
107,0.022987169348539283
108,0.02500240161975853
109,0.023023094769882846
110,0.02304100957405808
111,0.02505004184513382
112,0.023061439182242793
113,0.025092871453352927
114,0.025102290444351638
115,0.023117083594684118
116,0.02513601586565528
117,0.02315370901578717
118,0.02516234128711403
119,0.025179256091178104
120,0.023200149241461077
121,0.025210185699279464
122,0.023229478849771112
123,0.02324949784065211
124,0.025263530111715227
125,0.023275423262020922
126,0.021292116412269024
127,0.02131023121637554
128,0.0233267634873755
129,0.023340678291560835
130,0.023362093095784076
131,0.02337180789982085
132,0.021383905237144063
133,0.021408320041246043
134,0.021410239032320533
135,0.021440853836338647
136,0.023456986107248667
137,0.021459883444549632
138,0.02347851571562387
139,0.02149011305300519
140,0.02150712785714859
141,0.023525864314933642
142,0.02154906165196735
143,0.023563498110206638
144,0.02158649544708169
145,0.023594631905325514
146,0.021602229242262183
147,0.021619248233491817
148,0.02363438469137691
149,0.021650677841762445
150,0.021661996832790464
151,0.023687329103950105
152,0.021702622253997106
153,0.02372835452479194
154,0.02374026932943707
155,0.021751962479584108
156,0.02377199893726356
157,0.021795192087893156
158,0.02180061107878828
159,0.023815143350020662
160,0.021823636499902932
161,0.02384756877131622
162,0.023855083575654135
163,0.021886576725364648
164,0.023889113183713562
165,0.021910106333962176
166,0.023935642791684586
167,0.023947657595954297
168,0.02195975493282276
