,15_Smarting
0,0.03229176455988636
1,0.03231286897960217
2,0.03232537339920327
3,0.03234677781881601
4,0.03237755926340924
5,0.03240126368280016
6,0.0324284140524469
7,0.032447195497070425
8,0.03247484586665905
9,0.032505996235954626
10,0.03252224660559477
11,0.032539374000066346
12,0.032574924369669134
13,0.032591928789315716
14,0.03261627915878762
15,0.03264676060337024
16,0.03266421097282546
17,0.03268556134241862
18,0.03271141171194358
19,0.03272603910647831
20,0.0327575894760912
21,0.0327825168704976
22,0.032803844265004045
23,0.03283177165963025
24,0.03285899905426959
25,0.03287090347384947
26,0.03289993086843879
27,0.03293241231290267
28,0.03295093970746166
29,0.032978090076994704
30,0.032994294496575094
31,0.03302544486609804
32,0.03304274928564155
33,0.033072676680149016
34,0.03308668109980317
35,0.03312358551931993
36,0.03314558993895389
37,0.03316647138342432
38,0.03318277580308404
39,0.03320592617262719
40,0.033235807617188584
41,0.03326745798676711
42,0.033280608356335506
43,0.03330555872582863
44,0.033334386120259296
45,0.0333558364898181
46,0.03338604090947683
47,0.03340149127905079
48,0.03343417272355964
49,0.03343942309300019
50,0.03348127346259844
51,0.033500523832117324
52,0.0335234742016155
53,0.03355512457108034
54,0.033570951965657514
55,0.033597002335227444
56,0.03361190675479975
57,0.03363285712430297
58,0.03366703856897857
59,0.03368648893842874
60,0.03370903930795066
61,0.033747589677545875
62,0.033765417072118
63,0.03379486744154292
64,0.03380057186120666
65,0.0338285222308059
66,0.033862303675164185
67,0.03388025404478867
68,0.03390690441426614
69,0.03392645478390932
70,0.033956105153265526
71,0.03397823254783816
72,0.0340002829173045
73,0.03403148733696071
74,0.03404933770650587
75,0.034075142126084756
76,0.034091669520535106
77,0.03411637394015088
78,0.03415007835974393
79,0.03416708277939051
80,0.03418756422399838
81,0.034221368643443384
82,0.03424331901305777
83,0.034262600457623194
84,0.03427815082716279
85,0.03431360119668625
86,0.03433215156621827
87,0.03435970193572757
88,0.034382352305215136
89,0.03440677969979333
90,0.03443223006934204
91,0.03445155746385353
92,0.03447368485842617
93,0.034502912252833084
94,0.03452711667250696
95,0.03456044406698311
96,0.03457262551171425
97,0.03459595290621564
98,0.03462060327569816
99,0.034651807695354364
100,0.034667358064780274
101,0.03468766248442989
102,0.03471748987897172
103,0.034732594298475306
104,0.03476889871808453
105,0.03479090313771849
106,0.03480970755731505
107,0.03483021197689595
108,0.03485959342140177
109,0.03488619784104685
110,0.034908548210523804
111,0.03493122965517159
112,0.034950080024714225
113,0.034976030394318514
114,0.03299965617247835
115,0.03302660654208012
116,0.033049656911543934
117,0.03308308430609941
118,0.033099334675739556
119,0.033126239095167875
120,0.03315758946473579
121,0.03317427090939873
122,0.03318862127889588
123,0.03321477164843145
124,0.03323612201791093
125,0.033262249412473466
126,0.033299099781970654
127,0.03331522717655844
128,0.033330054571138135
129,0.03336048196570118
130,0.03338480936020005
131,0.033412336754736316
132,0.03343566414923771
133,0.033472291543944266
134,0.03348321893838602
135,0.03350612335805181
136,0.03352315075255774
137,0.033545132197104977
138,0.033571459591598796
139,0.03361140996116774
140,0.0336193143808714
141,0.033652664750206895
142,0.03366436916985549
143,0.033699396564315975
144,0.03372850098401159
145,0.03373360540354042
146,0.03376450982318602
147,0.03379381424269923
148,0.033823518662302376
