,5_OBCI_Dejittered
0,0.3323701318157646
1,0.3190995980229445
2,0.317851275161388
3,0.32058381971114613
4,0.32129665338072755
5,0.3180388196391277
6,0.3187588533089638
7,0.31750133044727136
8,0.3182238641170443
9,0.3169479869067118
10,0.3196740314564295
11,0.3104248194234742
12,0.3091567193876017
13,0.3098848530573832
14,0.31061756390147366
15,0.31134369757114655
16,0.31207280841522334
17,0.31480375296496277
18,0.3155436638089668
19,0.312277030067321
20,0.3130291409114534
21,0.3137497517553811
22,0.3125151288938923
23,0.3132417397378049
24,0.31794941799319076
25,0.31671289513167267
26,0.3174247288012566
27,0.3181489624709002
28,0.3188636961407383
29,0.3215970406904489
30,0.3223079743601147
31,0.3230514852042461
32,0.3237864188738513
33,0.3245206297179948
34,0.32724447426767256
35,0.3279872851118171
36,0.32871659595571145
37,0.3294570067997711
38,0.32420123935253287
39,0.32494285019652125
40,0.329659828451895
41,0.3303990392959122
42,0.32912093925983754
43,0.3298651501039558
44,0.32260277177681473
45,0.32332738262073235
46,0.3260821043447777
47,0.3268247151889909
48,0.3235453042730114
49,0.3262838259970522
50,0.32301521508111364
51,0.32373314875076176
52,0.3204678378350536
53,0.31919343779895826
54,0.319925671468809
55,0.32064798231283476
56,0.3253704605681378
57,0.32411653770657267
58,0.32484257137616623
59,0.31756701587460157
60,0.31828434954434215
61,0.31900898321418936
62,0.31973881688384154
63,0.32046535055371805
64,0.32319209510330893
65,0.3199170841874093
66,0.320665795031573
67,0.32137422870118826
68,0.32210433954514883
69,0.3248423840949499
70,0.32558809493900753
71,0.3263104057829196
72,0.3270553166271384
73,0.32979243835109173
74,0.330532949195117
75,0.33124458286476965
76,0.33198969370880604
77,0.3307271936729421
78,0.3234585153456919
79,0.3241995261896591
80,0.32493363703372324
81,0.3296751924634691
82,0.3244111250161268
83,0.3251509358601652
84,0.32187462494437113
85,0.3246280466684084
86,0.32134533575231217
87,0.3220795694221579
88,0.32278990309191613
89,0.3235093367616173
90,0.32624648131138656
91,0.32696411498102407
92,0.32770012582500385
93,0.3204353703235938
94,0.32116238116748264
95,0.3198901811315409
96,0.3166294473899143
97,0.31736965823392893
98,0.3181115690780416
99,0.31883997992213153
100,0.3195820907660618
101,0.31833976790460383
102,0.3190682787485457
103,0.3117977232469684
104,0.31453004497109305
105,0.3152517786407998
106,0.3159809123104651
107,0.3167014459802431
108,0.319429890529932
109,0.32014792419954574
110,0.320890335043714
111,0.32160596871335656
112,0.318346734971783
113,0.3170775349358337
114,0.32182049036555327
115,0.32255810120966544
116,0.32328451205353304
117,0.3220329891920528
118,0.3227647000360321
119,0.3234984337057085
120,0.32624435542982155
121,0.3269570890994373
122,0.32768572276927443
123,0.3284062564389387
124,0.3291224901087162
125,0.32185233460711515
126,0.32258676827689214
127,0.325313712826528
128,0.3260317464963691
129,0.32677405734034437
130,0.3274834910100708
131,0.3282311018541577
132,0.3309560464037986
133,0.33169835724788754
134,0.3324343680918673
135,0.3331687789359421
136,0.32791291148873825
137,0.3326471669183775
138,0.3333718005879973
139,0.33211647772645847
140,0.3328390113962314
141,0.3255678558946329
142,0.32628758956434467
143,0.32702312323419847
144,0.3317352014894368
145,0.33046250145355316
146,0.33118563512311994
147,0.33192154596736145
148,0.33264587963708436
149,0.33338569048112277
150,0.33611513503069546
151,0.33684694587486774
152,0.33758805671891423
153,0.33831876756289603
154,0.33904867840681163
155,0.3417986001308009
156,0.33854186638927786
157,0.33925950005902905
158,0.3399976109029694
159,0.34272805545276697
160,0.3434652662969029
161,0.3441944771408316
162,0.34494668798492967
163,0.3456792988289408
164,0.34841752055285724
165,0.34914853139684965
166,0.3498809650666317
167,0.3486156422051181
168,0.34934487587474905
169,0.35006710954451137
170,0.3547788877998528
171,0.3535188877639257
172,0.3542402214335425
173,0.3549757322776941
174,0.3557024659475019
175,0.3584464876714719
176,0.3591552213410978
177,0.3598951550110314
178,0.36061448868076695
179,0.35934828864481005
180,0.3600674223145006
181,0.36079393315844754
182,0.3615128668282068
183,0.36225727767214266
184,0.3609924776362732
185,0.3617309884803035
186,0.32063717265350533
187,0.32110636732159037
188,0.32156804402779926
189,0.3240442858914321
190,0.3245214625976587
191,0.3249714393036811
192,0.3254361160099961
193,0.32588989271630453
194,0.3263579694225882
195,0.3288248933238265
196,0.32927477002999694
197,0.329763364698465
198,0.3302209414043773
199,0.3306880360728428
200,0.3331585599744358
201,0.33363995464287655
202,0.3341116493113532
203,0.33459494397970957
204,0.33308380941525684
205,0.33354960408360057
206,0.3380044572177212
207,0.33649832265336954
208,0.33694829935939197
209,0.33741747606586614
210,0.33787085277185724
211,0.33832592947806006
212,0.3407989533795899
213,0.3412586300858038
214,0.3417225247542319
215,0.3381937250321698
216,0.34068566689575164
217,0.34114264360209745
218,0.3416069203083225
219,0.3340735441581728
220,0.33452582086442817
221,0.3349814975706522
222,0.3354504742771951
223,0.33790769817824184
224,0.3383806748843199
225,0.33885776955276015
226,0.3392979462589665
227,0.3357936644995334
228,0.3382483884008707
229,0.3387287830692003
230,0.3312238248815902
231,0.3316903195500345
232,0.33018178498537054
233,0.3306555796541488
234,0.33110665636013437
235,0.32959602179562353
236,0.33005829850185364
237,0.33250610444088124
238,0.33097825191407537
239,0.33346769377772034
240,0.3319352412511307
241,0.3323843179573487
242,0.33286541262555147
243,0.33332818933195085
244,0.3378028604281553
245,0.33627250790164
246,0.33674890257020706
247,0.3372304972385791
248,0.33769519190695974
249,0.33018523371924857
250,0.3326657755828819
251,0.3331459702515076
252,0.33359934695727134
253,0.3360845888212225
254,0.3365507655273632
255,0.3370071422334604
256,0.33746711893968495
257,0.3379217956460252
258,0.3383753723519476
259,0.3368561198253701
260,0.337321296531627
261,0.3377824911999596
262,0.33825016790615337
263,0.32874008048543146
264,0.32520138076347394
265,0.32567335746989556
266,0.32612373417600793
267,0.33058578731038324
268,0.3310367640165168
269,0.32949891148950883
270,0.32995908819589204
271,0.33046578286462136
272,0.3309050595705685
273,0.3313841542390037
274,0.33385057814030006
275,0.33432077280872363
276,0.3348034674772862
277,0.3232781328613328
278,0.325777074725238
279,0.32624796939353473
280,0.32671534609971786
281,0.3271859407682314
282,0.32165661181329597
283,0.31414605362579096
284,0.314619048294162
285,0.31509324296257546
286,0.3095980319701539
287,0.3100589266384759
288,0.31051620334460495
289,0.3090072687805332
290,0.30945904548616454
291,0.3099222221924265
292,0.31038519889875715
293,0.31083567560494885
294,0.3113106523112492
295,0.3137691762126451
296,0.31422675291878477
297,0.31470704758703505
298,0.3151652242934233
299,0.3176546661568409
300,0.31811014286313366
301,0.3185744195693587
302,0.31902629627552415
