,8_OBCI
0,0.02409217579406686
1,0.028443835821235552
2,0.02513459319015965
3,0.02980807749554515
4,0.026480834902031347
5,0.023171492270193994
6,0.027859676571097225
7,0.024209009687183425
8,0.028559069731272757
9,0.025245427124900743
10,0.029919011431047693
11,0.026275844546034932
12,0.02263287766254507
13,0.027320361987221986
14,0.024008119333302602
15,0.028353779402095824
16,0.02471431251615286
17,0.029381196829490364
18,0.026084154203999788
19,0.030417214264161885
20,0.026767647388624027
21,0.023474204732337967
22,0.028142289054812863
23,0.02448932215338573
24,0.028837682242738083
25,0.02553843960049562
26,0.03020022393320687
27,0.0265588570619002
28,0.03091071709059179
29,0.02759907447034493
30,0.02428763182251714
31,0.028630091896047816
32,0.02499192502000369
33,0.029663009336218238
34,0.026357766648288816
35,0.03071972678299062
36,0.02705245985998772
37,0.03173234418500215
38,0.028415501554263756
39,0.024773434677626938
40,0.029132694733561948
41,0.02581385208759457
42,0.030498436419293284
43,0.02685266951448284
44,0.031182929582428187
45,0.02788018694263883
46,0.024565444327890873
47,0.02890910441055894
48,0.02527593748527579
49,0.029956621816381812
50,0.02664407918928191
51,0.030976539273979142
52,0.027334372367477044
53,0.03200965671567246
54,0.02871221405803226
55,0.025053147168364376
56,0.029409307229798287
57,0.026101464580278844
58,0.030776448926189914
59,0.02713238200522028
60,0.03147684209397994
61,0.028164799412479624
62,0.03284648378030397
63,0.029202216886915267
64,0.025546949967974797
65,0.030240034306189045
66,0.026919891679426655
67,0.03125675176852383
68,0.027622884808806702
69,0.0322953691938892
70,0.02898732654284686
71,0.03334198659285903
72,0.029694919707253575
73,0.026370677078375593
74,0.031059061380801722
75,0.02740709448698908
76,0.01578510063700378
77,0.012470658024540171
78,0.017143542354460806
79,0.013510875403881073
80,0.01785583549644798
81,0.014539792871801183
82,0.01124225024250336
83,0.015571210271446034
84,0.011926143371965736
85,0.016610327729722485
86,0.013297585101099685
87,0.017635745141888037
88,0.01400687824934721
89,0.018666362593648955
90,0.015352319955127314
91,0.019705380022060126
92,0.01607921309187077
93,0.01275747048202902
94,0.017433054803404957
95,0.013792187935905531
96,0.018126148032024503
97,0.014816305367276073
98,0.01949488971149549
99,0.0158602227747906
100,0.02019468287471682
101,0.016889340244233608
102,0.013588297588285059
103,0.01792095764540136
104,0.014282790769357234
105,0.018953275081003085
106,0.015639432444004342
107,0.01999479249934666
108,0.01635292562423274
109,0.02103540996904485
110,0.017725067300489172
111,0.022058627364458516
112,0.018421760498313233
113,0.01510651782155037
114,0.019776002154685557
115,0.016138835257152095
116,0.020483695348957554
117,0.01716845273040235
118,0.021843137044925243
119,0.018212470109574497
120,0.014556403242750093
121,0.019235887593822554
122,0.015934444934828207
123,0.020266305014956743
124,0.016625538119114935
125,0.021310822427039966
126,0.017990479798754677
127,0.02233313990291208
128,0.018700572982197627
129,0.015389030333608389
130,0.020061314658960328
131,0.0164237477874849
132,0.02075790782691911
133,0.017457365174777806
134,0.022125149494968355
135,0.018492682633223012
136,0.02283304271986708
137,0.019520600064424798
138,0.016204257437493652
139,0.02055821751127951
140,0.016903950599953532
141,0.02158973494078964
142,0.018287692277226597
143,0.022618052375037223
144,0.018980685446877033
145,0.023661069775698707
146,0.02035232714843005
147,0.016702260298188776
148,0.02104592032264918
149,0.017745977675076574
150,0.022414662031223997
151,0.018770395137835294
152,0.023120755184208974
153,0.019803212519036606
154,0.01649896992603317
155,0.020848729996941984
156,0.017196363100083545
157,0.021874347439734265
158,0.018562904791906476
159,0.022909164865268394
160,0.019253397942520678
161,0.023936282290378585
162,0.02063003965304233
163,0.016985172755084932
164,0.021335332799935713
165,0.018023490178165957
166,0.02269077452365309
167,0.019053107622312382
168,0.023398567689582705
169,0.020090625039301813
170,0.016784782405011356
171,0.02111684248666279
172,0.017491475533461198
173,0.0221693599014543
174,0.018849717278499156
175,0.02318177736015059
176,0.019539110449841246
177,0.02421679481631145
178,0.02090385215706192
179,0.017264385242015123
180,0.021614445286104456
181,0.018304702680325136
182,0.022983187023783103
183,0.019332120078615844
184,0.023688380140811205
185,0.020367037534015253
186,0.025051721866475418
187,0.02139775495743379
188,0.017768088029697537
189,0.022434772399719805
190,0.01913872975273989
191,0.02346558982389979
192,0.01983422291232273
193,0.02450180726009421
194,0.021203164622420445
195,0.025539124675560743
196,0.0219039578223601
197,0.018580015195766464
198,0.023266699514351785
199,0.019623332569608465
200,0.023961992701515555
201,0.02064685005461797
202,0.025333534373203292
203,0.021689467423129827
204,0.02603512755013071
205,0.022715284896548837
206,0.019406142266234383
207,0.023751702334266156
208,0.020121735433349386
209,0.02478571975370869
210,0.021484077122295275
211,0.025819737202255055
212,0.0221846702916082
213,0.018861827644286677
214,0.023556011961773038
215,0.01991244507371448
216,0.0242436051776167
217,0.020950462552718818
218,0.025603346875868738
219,0.021971079928334802
220,0.02630134002538398
221,0.02299739740556106
222,0.01968765474157408
223,0.02403791481629014
224,0.020407347910804674
225,0.025065732246730477
226,0.021754189598141238
227,0.026100349699845538
228,0.02246718277456239
229,0.027137867087731138
230,0.02383792446926236
231,0.020182457607006654
232,0.024535917647881433
233,0.021221575007075444
234,0.02590165933361277
235,0.022248392459005117
236,0.026596252515446395
237,0.02329880988691002
238,0.019980567245511338
239,0.024326827318873256
240,0.02068296039942652
241,0.025361644744407386
242,0.022045502089895308
243,0.026388762169517577
244,0.02274329526699148
245,0.019434252637438476
246,0.024105336953653023
247,0.020466470072278753
248,0.024810330127365887
249,0.02150308748241514
250,0.02617537183687091
251,0.02254090493079275
252,0.02689436502987519
253,0.02357552235480398
254,0.02026437973836437
255,0.024612439796328545
256,0.02095957289566286
257,0.025633857236243784
258,0.022324214602122083
259,0.026671774656279013
260,0.023021207773126662
261,0.02769509211066179
262,0.024388849473325536
263,0.020752782555064186
264,0.02509994263527915
265,0.021786199969938025
266,0.026457284344360232
267,0.022830017434898764
268,0.027171777503099293
269,0.023528310586698353
270,0.027876670705154538
271,0.024561128026107326
272,0.02091876111808233
273,0.02559654545621015
274,0.021940578561043367
275,0.026635262882336974
276,0.02297759597422555
277,0.027662580338073894
278,0.01603218645323068
279,0.012719643797026947
280,0.017054303898476064
281,0.013751561229582876
282,0.018107821320882067
283,0.014776478696148843
284,0.019128138752421364
285,0.0158203961327672
286,0.020176356192678213
287,0.01685051355161704
288,0.01320584662607871
289,0.017890930990688503
290,0.01423606404569
291,0.018916048400569707
292,0.015280381514457986
293,0.019951265858253464
294,0.016319598944392055
295,0.020989883283618838
296,0.017333916388452053
297,0.014052873739274219
298,0.018377233791397884
299,0.015059391182148829
300,0.019424051250098273
301,0.01609540858771652
302,0.02044306867173873
303,0.017136326030595228
304,0.013496759143890813
305,0.018165743473218754
306,0.014527576538966969
307,0.019201560877263546
308,0.015555493999272585
309,0.020242678350768983
310,0.01659111146000214
311,0.021266295749228448
312,0.017630928865401074
313,0.014320486225187778
314,0.018658046290511265
315,0.015352803660789505
316,0.019702763733221218
317,0.016384521091822535
318,0.020727181137772277
319,0.017425438534701243
320,0.021756498608738184
321,0.018454255943652242
322,0.022789416019804776
323,0.019497273402521387
324,0.015837706509046257
325,0.02051829083939083
326,0.01687332391156815
327,0.02155000827042386
328,0.01790794136468321
329,0.022587825689697638
330,0.01893985879723914
331,0.023627643124200404
332,0.019972676236648113
333,0.016659333574352786
334,0.021013093675719574
335,0.017710651038214564
336,0.022050411091186106
337,0.018731868447503075
338,0.023077828518580645
339,0.019773985899519175
340,0.01611951895756647
341,0.02080470329383388
342,0.01715873638750054
343,0.021831620746525005
344,0.01819805387640372
345,0.02286853818804957
346,0.019222971255658194
347,0.0239031556120608
348,0.020256288727978244
349,0.01693944606813602
350,0.021291306184139103
351,0.017987063503824174
352,0.022332723572617397
353,0.0190162809449248
354,0.023360041028354317
355,0.020047198398970068
356,0.024393858417170122
357,0.02108161579235457
358,0.017445148900151253
359,0.021780309005407616
360,0.018470766372047365
361,0.02316565066576004
362,0.019837308034766465
363,0.024189268093323335
364,0.02054210120695643
365,0.024884761223802343
366,0.02157551862183027
367,0.01826247599092312
368,0.022944360331166536
369,0.01929889342864044
370,0.02364055352518335
371,0.019997786585008726
372,0.024681370909092948
373,0.021371828275732696
374,0.018060585687635466
375,0.02239584573544562
376,0.018765278800856322
377,0.02342876314651221
378,0.01978559626149945
379,0.0241436563374009
380,0.020818113698624074
381,0.025500598072540015
382,0.022182055370649323
383,0.018554888461949304
384,0.02290734855341725
385,0.019589105941122398
386,0.02391836597234942
387,0.02028099907329306
388,0.02496198340668343
389,0.02166104080970399
390,0.026322425110265613
391,0.022689458244713023
392,0.01903789132484235
393,0.023712075635557994
394,0.02007690875325352
395,0.02441556879784912
396,0.021113526163389906
397,0.025791810534428805
398,0.022468667855719104
