,10_OBCI
0,0.02179636131040752
1,0.01844186504604295
2,0.023037242732243612
3,0.01933469681534916
4,0.015949400491081178
5,0.02057187820901163
6,0.017206281947437674
7,0.021806859644129872
8,0.018437163322232664
9,0.023054941091686487
10,0.019679344724863768
11,0.016290748433675617
12,0.020908226171741262
13,0.017200180242070928
14,0.021466608333867043
15,0.018096612009685487
16,0.02238674010732211
17,0.018657194188563153
18,0.02326997191994451
19,0.019892275595339015
20,0.016186829627258703
21,0.020454257755773142
22,0.017102061421610415
23,0.021364689513575286
24,0.017644743609707803
25,0.02226482130936347
26,0.018549375352449715
27,0.022822603496024385
28,0.019461807154584676
29,0.01573646123870276
30,0.020359238958917558
31,0.016634493018500507
32,0.02091882107197307
33,0.01755082479212433
34,0.021820852911332622
35,0.018437256600009277
36,0.022718484688084573
37,0.01934218837413937
38,0.01563634246122092
39,0.020237420161720365
40,0.016875423869350925
41,0.021139551972737536
42,0.01742750604171306
43,0.022044283745344728
44,0.018340837792493403
45,0.022945315518882126
46,0.019230569567298517
47,0.015861273277550936
48,0.020471751020522788
49,0.016772205068264157
50,0.021045633155154064
51,0.017665636871242896
52,0.02194226492429152
53,0.018561868637334555
54,0.022842496720841154
55,0.0194574004271999
56,0.016084304079413414
57,0.020357532222988084
58,0.016659186250763014
59,0.021261163987219334
60,0.01755471804062836
61,0.02216559578664601
62,0.018455549841746688
63,0.023067227564752102
64,0.019694231275934726
65,0.023977759352419525
66,0.02024741339846514
67,0.016873317101271823
68,0.02115404518553987
69,0.017784048890462145
70,0.022055276989703998
71,0.018696180690312758
72,0.022947108780499548
73,0.019594112469349056
74,0.02420159018947743
75,0.02048094425117597
76,0.024750472366577014
77,0.02137417605263181
78,0.017671930108917877
79,0.022282907826593146
80,0.018578461866127327
81,0.023186439648270607
82,0.01982404332375154
83,0.024088871403364465
84,0.020368225465063006
85,0.024989103199914098
86,0.021283657290041447
87,0.017902460909681395
88,0.022168689058162272
89,0.018797092750901356
90,0.023416870448272675
91,0.019690424524014816
92,0.023984452622244135
93,0.020598156290361658
94,0.024877184390788898
95,0.021499588096048683
96,0.025781316187931225
97,0.022410119883716106
98,0.0186978739220649
99,0.023315151658607647
100,0.019934155337978154
101,0.024217683472670615
102,0.02049623749917373
103,0.02511001523816958
104,0.021393269271356985
105,0.026002647035056725
106,0.022290701104793698
107,0.018923204770544544
108,0.023532782506663352
109,0.019824136572424322
110,0.024103764648316428
111,0.020721368346130475
112,0.025000596477184445
113,0.02162870013853535
114,0.025889528245897964
115,0.022518631914863363
116,0.019152935623424128
117,0.023426663712598383
118,0.019717417773790658
119,0.024324495519977063
120,0.02061034960206598
121,0.025228027283446863
122,0.021517781366128474
123,0.02611445906222798
124,0.02275816278415732
125,0.02702539088204503
126,0.02332994490279816
127,0.019936248601879925
128,0.02421887670061551
129,0.02083168042008765
130,0.02511200847220607
131,0.021747512189904228
132,0.026015340292360634
133,0.02263474400388077
134,0.027263521711574867
135,0.023538575769634917
136,0.019831629790132865
137,0.0244447075529024
138,0.02072586157009937
139,0.025347439339384437
140,0.021637893398292363
141,0.02624617115361616
142,0.02286947483662516
143,0.02714370290050283
144,0.023436156974639744
145,0.020050160645041615
146,0.024342188786249608
147,0.020952492457581684
148,0.02523672053939663
149,0.021864424226805568
150,0.026469401986105368
151,0.02275465603452176
152,0.019046110071940348
153,0.02366258783149533
154,0.019943841878557578
155,0.024571719608502463
156,0.020846073661232367
157,0.02546825137687847
158,0.021752905449829996
159,0.0263630831905175
160,0.022989586868789047
161,0.019273440935648978
162,0.02354616898810491
163,0.0201868727162946
164,0.024463800771627575
165,0.021072104485938326
166,0.025361832609632984
167,0.021975736308377236
168,0.02659491400117986
169,0.022873868059832603
170,0.019174922112142667
171,0.023784599819919094
172,0.020080753893125802
173,0.024675131659023464
174,0.020967385702533647
175,0.025579663430107757
176,0.022207567148143426
177,0.026491295226151124
178,0.022779149265261367
179,0.01939895295072347
180,0.023670081078307703
181,0.020293384761316702
182,0.02456951286876574
183,0.02119431653409265
184,0.025812894251430407
185,0.022093048319220543
186,0.01838050235528499
187,0.022997980122454464
188,0.019285134185338393
189,0.02390691192704253
190,0.02018046594457701
191,0.024788543669274077
192,0.02107799774967134
193,0.025695875490782782
194,0.022338079201290384
195,0.01860783324809745
196,0.02288246128591709
197,0.01952176500344649
198,0.023784193122992292
199,0.020411496778251603
200,0.024696024891454726
201,0.021316228609066457
202,0.0179582322598435
203,0.02220876037608832
204,0.018505614454625174
205,0.023113392147934064
206,0.01941874623298645
207,0.024023223959375173
208,0.02030607801862061
209,0.02491965572698973
210,0.021541059453738853
211,0.02581608752370812
212,0.02210764159099199
213,0.018734445271547884
214,0.02300197337171994
215,0.019628577079856768
216,0.02391160518163815
217,0.02054220883292146
218,0.02514578658156097
219,0.021434340596897528
220,0.0257069687359035
221,0.022327772428980097
222,0.018623626499902457
223,0.023240304202772677
224,0.019533658283762634
225,0.024141436006175354
226,0.020428490068297833
227,0.02504286778275855
228,0.02166727147414349
229,0.02594349955325015
230,0.022224553598789498
231,0.018852357316063717
232,0.023142285412177444
233,0.019758189097046852
234,0.02402251720195636
235,0.020662620896473527
236,0.025262298615416512
237,0.02156305269454606
238,0.025826580793363973
239,0.02246218445361592
240,0.01874173854594119
241,0.023345816269284114
242,0.019650470290798694
243,0.024262648017611355
244,0.02087595174089074
245,0.02516087982803583
246,0.021447433915454894
247,0.02605581161333248
248,0.022355765686370432
249,0.018977269384777173
250,0.02325369746540673
251,0.01987380115315318
252,0.02414862927980721
253,0.02078513291780837
254,0.025383410684298724
255,0.021668664732715115
256,0.025941592786693946
257,0.022570596513105556
258,0.01885685056913644
259,0.023469928302802145
260,0.01977248239563778
261,0.024376860121265054
262,0.021002763794967905
263,0.025277391861891374
264,0.02155604591825977
265,0.026176723680691794
266,0.022457677725469694
267,0.01908448143512942
268,0.02336170949274674
269,0.019985713210189715
270,0.02460169093683362
271,0.020896344998618588
272,0.025163673126371577
273,0.021792076819110662
274,0.026077804883243516
275,0.022699508554069325
276,0.018977562664076686
277,0.023591140343341976
278,0.02021384405088611
279,0.024487772141583264
280,0.020778926205821335
281,0.02539180393796414
282,0.021679657977074385
283,0.018304361699847504
284,0.022578389762202278
285,0.019215693464502692
286,0.02347592159640044
287,0.020120725268498063
288,0.0247199029836338
289,0.02101425704313442
290,0.025290985096944496
291,0.021910188836045563
292,0.018197842873632908
293,0.022822020633611828
294,0.019099174678558484
295,0.023707852407824248
296,0.020339056063676253
297,0.024611684202682227
298,0.020894238259643316
299,0.025509815983241424
300,0.021794870030134916
301,0.01842487373505719
302,0.022707701806211844
303,0.01933160549378954
304,0.023940483224578202
305,0.020230137306498364
306,0.02450526540633291
307,0.021118969132658094
308,0.025407697161426768
309,0.022026500868378207
310,0.018326654942939058
311,0.022929932631086558
312,0.01956783633795567
313,0.023834564461139962
314,0.02011721848975867
315,0.024736596242291853
316,0.02101625027717091
317,0.025626328017096967
318,0.021914782060775906
319,0.018541385768912733
320,0.022812313865870237
321,0.019443417550064623
322,0.024062995304120705
323,0.02033694932470098
324,0.024625877442304045
325,0.02124968112912029
326,0.02551830923766829
327,0.02214281292981468
328,0.018437866965541616
329,0.023054644727380946
330,0.01934269876801409
331,0.023951276496518403
332,0.020575380185618997
333,0.0248438082926441
334,0.021138862357474864
335,0.01776106603210792
336,0.022031394124496728
337,0.01867219782434404
338,0.022935725923161954
339,0.019577829603804275
340,0.024177007348043844
341,0.020469261420657858
342,0.024751689488766715
343,0.02137829319690354
344,0.0256487212900538
345,0.022271224966971204
346,0.01855997904203832
347,0.023176556773250923
348,0.01945341081591323
349,0.024077988520730287
350,0.02069019223563373
351,0.024982320319395512
352,0.021258774417219684
353,0.017885978100821376
354,0.022153606201754883
355,0.018792809889419004
356,0.02305743796750903
357,0.019677441654494032
358,0.02430471937987022
359,0.020587973413057625
360,0.02486190153285861
361,0.02148200524970889
362,0.017781959264539182
363,0.022381937014870346
364,0.01867139106616378
365,0.023279668792383745
366,0.019917472469387576
367,0.024183900619391352
368,0.020465554669499397
369,0.02508343235240318
370,0.021382686449214816
371,0.018002990138484165
372,0.022274618211667985
373,0.018906221899669617
374,0.023521599650848657
375,0.019798353721853346
376,0.024080781789962202
377,0.020708385505713522
378,0.024977113585919142
379,0.02160201728111133
380,0.01789757134974934
381,0.022513549047289416
382,0.0188056030892767
383,0.023414180817781016
384,0.0200276845425833
385,0.024302312667714432
386,0.020590466709109023
387,0.017228470358531922
388,0.02149019847274758
389,0.018127002200344577
390,0.022397630265913904
391,0.01902743394020945
392,0.023636211670236662
393,0.01992636575596407
394,0.02420099382288754
395,0.02082289755344391
396,0.017111651570303366
397,0.02171912931953557
398,0.018018083384959027
